,id,Degree,In-degree,Out-degree,Weighted degree,Weighted in-degree,Weighted out-degree,Clustering coefficient,Pagerank,Degree centrality,In-degree centrality,Out-degree centrality,Betweenness centrality,Clossness centrality,Eigenvector centrality,Katz centrality,Harmonic centrality,Load centrality,Mean shortest path length,Max shortest path length
135,96; Països Catalans,5,2,3,10.0,5.0,5.0,0.0,0.007135757872684246,0.024630541871921183,0.009852216748768473,0.014778325123152709,0.20857110341576032,0.07521304186735828,0.15870619569284794,0.07578054217521894,22.000870874919972,0.2081890455055358,13.0,31
136,103; Peixateries Velles,3,1,2,4.0,2.0,2.0,0.0,0.004687884972726748,0.014778325123152709,0.0049261083743842365,0.009852216748768473,0.055052919085011955,0.07733333333333334,0.05281189980894273,0.06874207320365212,20.31968032569511,0.05502853240989124,16.75,37
137,105; Pelai 1,2,1,1,6.0,3.0,3.0,0.0,0.00591128856414356,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.12871287128712872,0.046849757673667204,0.005275992868050858,0.06806649367327443,12.871323198233867,0.12871287128712872,13.64,31
138,104; Pelai 2,2,1,1,4.0,2.0,2.0,0.0,0.0031617432374557194,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.12871287128712872,0.07026652821045344,0.11289358527683094,0.06883176090070894,19.414448302967227,0.12871287128712872,20.72,40
139,106; Pere Ceremoniós 1,2,1,1,4.0,2.0,2.0,0.0,0.005389619808646011,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.08101253475101206,0.048298834166071856,0.0030605174882375533,0.06806649367327443,13.507667720074306,0.08101253475101206,18.64,39
140,107; Pere Ceremoniós 2,3,2,1,6.0,3.0,3.0,0.0,0.005299694891223365,0.014778325123152709,0.009852216748768473,0.0049261083743842365,0.14126794452844293,0.06225084329960135,0.033161732320465126,0.07554829256986406,19.356071578946903,0.14109520557967128,19.21,37
141,113; Piscines Municipals 1,2,1,1,2.0,1.0,1.0,0.0,0.004110546232479312,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.06213724820757938,0.03275250080671184,0.00010004797924762052,0.06805968838496476,9.483578842533367,0.06213724820757938,26.02,43
142,114; Piscines Municipals 2,2,1,1,2.0,1.0,1.0,0.0,0.0019925013350832943,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.06213724820757938,0.041344195519348266,0.0015454075483164649,0.06805968838496476,11.445340466621438,0.06213724820757938,32.34,51
143,115; Plaça Almoster 1,2,1,1,6.0,3.0,3.0,0.0,0.006205470538307589,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.05237038482173341,0.06225084329960135,0.12147698665891485,0.06813055281381672,17.391673618793014,0.05237038482173341,14.13,32
144,116; Plaça Almoster 2,5,4,1,8.0,4.0,4.0,0.0,0.006627877093948323,0.024630541871921183,0.019704433497536946,0.0049261083743842365,0.05237038482173341,0.08065156932856575,0.1995354412851214,0.08927715624819413,26.937914093168175,0.05237038482173341,17.77,36
145,119; Plaça Hèrcules 1,2,1,1,2.0,1.0,1.0,0.0,0.003022286098177115,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.01703409257181876,0.061627200971463264,0.014825331047132021,0.06814818163447847,17.59147385098242,0.01703409257181876,18.59,39
146,120; Plaça Hèrcules 2,2,1,1,4.0,2.0,2.0,0.0,0.0034290277056073376,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.22249589490968796,0.06523136246786633,0.06369961259255477,0.06806882131464047,17.233329449340623,0.22011412963956495,15.64,40
147,118; Plaça de Prim,3,2,1,6.0,3.0,3.0,0.0,0.004692672184031907,0.014778325123152709,0.009852216748768473,0.0049261083743842365,0.2605147214228812,0.07982697601258357,0.17697148326512965,0.0772019470022527,23.437279757267724,0.25810856947763744,15.47,39
148,122; Ploms 1,2,1,1,4.0,2.0,2.0,0.0,0.004717284481419742,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.10593165227852834,0.06226993865030675,0.022194662572523602,0.06896489586147454,18.498149631342415,0.10833780422377214,18.56,39
149,121; Ploms 2,2,1,1,2.0,1.0,1.0,0.0,0.0031634966087036157,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.019558113446812662,0.051056338028169015,0.016024749589812603,0.06805982926852112,13.57672181012048,0.019558113446812662,15.61,40
150,51; Pompeu Fabra 1,5,4,1,12.0,6.0,6.0,0.1,0.01173274118764015,0.024630541871921183,0.019704433497536946,0.0049261083743842365,0.17567754312377046,0.07395264116575592,0.11059633142805787,0.08939057363644054,24.22348926545981,0.17602302102131395,15.86,34
151,50; Pompeu Fabra 2,5,1,4,12.0,6.0,6.0,0.1,0.006894209870958327,0.024630541871921183,0.0049261083743842365,0.019704433497536946,0.07547675949860996,0.05867052023121387,0.03927589076190776,0.06805976801480097,15.371245337942227,0.07547675949860996,13.13,34
152,130; RENFE 1,4,2,2,16.0,8.0,8.0,0.0,0.012980199077854826,0.019704433497536946,0.009852216748768473,0.009852216748768473,0.21909801817620184,0.06789297658862876,0.12620373477256863,0.07489405996096177,20.445523671193573,0.2194434960737453,13.17,31
153,129; RENFE 2,3,2,1,16.0,8.0,8.0,0.0,0.010849605203113668,0.014778325123152709,0.009852216748768473,0.0049261083743842365,0.10455786958006145,0.08146067415730338,0.21565458727248119,0.07646328839085526,24.471171168337,0.10455786958006145,16.67,37
154,123; Raval de Martí Folguera,2,1,1,6.0,3.0,3.0,0.0,0.00472560582185486,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.2605147214228812,0.07425018288222385,0.12588623422222717,0.0689738940329659,20.53844014689327,0.25810856947763744,14.53,38
155,124; Raval de Robuster 1,3,2,1,4.0,2.0,2.0,0.0,0.004650369135164638,0.014778325123152709,0.009852216748768473,0.0049261083743842365,0.055052919085011955,0.08340180772391126,0.07424403031677367,0.07488363457779071,22.883708775271238,0.05502853240989124,17.69,38
156,219; Raval de Robuster 2,3,1,2,6.0,3.0,3.0,0.0,0.004752921637930556,0.014778325123152709,0.0049261083743842365,0.009852216748768473,0.2605147214228812,0.06940170940170941,0.08954800372205445,0.06815109731155805,18.64263112805407,0.25810856947763744,13.6,37
157,126; Recasens i Mercade 1,2,1,1,2.0,1.0,1.0,0.0,0.004769420228492232,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.08493878944544701,0.02863995485327314,3.1372600680571666e-05,0.06805968838496476,8.624837981788028,0.08493878944544701,17.27,35
158,125; Recasens i Mercadé 2,2,1,1,2.0,1.0,1.0,0.0,0.002491268550743916,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.08493878944544701,0.05062344139650873,0.014630059511566217,0.06805968838496476,13.268837159636092,0.08493878944544701,32.36,53
159,202; Regulació Nou Hospital,2,1,1,6.0,3.0,3.0,0.0,0.004991620912028314,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.08064673462420134,0.049475993175725076,0.011913626934325645,0.06805976188942896,13.670882859482044,0.08064673462420134,22.19,45
160,132; Reus Transport,2,1,1,2.0,1.0,1.0,0.0,0.004343123620624913,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.08493878944544701,0.036583168138403316,0.000682866630628196,0.06805968838496476,10.130530988870268,0.08493878944544701,24.81,44
161,133; Riera,2,1,1,2.0,1.0,1.0,0.0,0.0027274970931102736,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.022972247963712628,0.07213930348258707,0.037566381240596365,0.06812791890384988,18.589039648862478,0.022972247963712628,16.79,37
162,135; Riera Aragó 1,2,1,1,4.0,2.0,2.0,0.0,0.0047502908841323115,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.10560243216439873,0.05464333781965007,0.007369331525391576,0.0681958064019021,15.69172699575361,0.10597229673706288,18.63,37
163,134; Riera Aragó 2,2,1,1,8.0,4.0,4.0,0.0,0.005147205942776227,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.140072997447528,0.058333333333333334,0.045805009655039496,0.06875458733868062,16.150676429421203,0.1424791493927718,15.89,41
164,136; Ripollès,3,2,1,4.0,2.0,2.0,0.0,0.004868161808536961,0.014778325123152709,0.009852216748768473,0.0049261083743842365,0.019582500121933376,0.06221268771069568,0.27497191771190616,0.07502016299465311,18.06111806323746,0.019582500121933376,17.83,36
165,137; Riudoms 1,2,1,1,2.0,1.0,1.0,0.0,0.004227739212537299,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.06213724820757938,0.03192325837395817,7.091681493855258e-05,0.06805968838496476,9.315513470913613,0.06213724820757938,25.24,42
166,138; Riudoms 2,3,1,2,6.0,3.0,3.0,0.0,0.004436970727768362,0.014778325123152709,0.0049261083743842365,0.009852216748768473,0.12239265798501034,0.04274584122973257,0.002173342981651811,0.06805968838496476,11.814244224174908,0.1222199190362386,12.68,29
167,190; Rosaleda 1,2,1,1,2.0,1.0,1.0,0.0,0.0038043781335007592,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.06213724820757938,0.03454731109598366,0.00019879472103746947,0.06805968838496476,9.858368172141867,0.06213724820757938,27.6,45
168,216; Rosaleda 2,2,1,1,2.0,1.0,1.0,0.0,0.002799817259388623,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.06213724820757938,0.03879969418960245,0.0007809804132184173,0.06805968838496476,10.815802258058527,0.06213724820757938,30.76,49
169,140; Rovira i Virgili 1,2,1,1,2.0,1.0,1.0,0.0,0.004610444428566802,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.08493878944544701,0.032568586555430774,0.00017438272128825202,0.06805968838496476,9.351045482121322,0.08493878944544701,21.46,40
170,139; Rovira i Virgili 2,2,1,1,2.0,1.0,1.0,0.0,0.0038311164198030307,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.08493878944544701,0.041726618705035974,0.0026665445494749697,0.06805968838496476,11.195185766687436,0.08493878944544701,28.17,48
171,17; Sagrada Familia,2,1,1,4.0,2.0,2.0,0.0,0.004078546984035415,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.039225966931668535,0.06432192648922687,0.08080276708868905,0.06813628003665158,17.456500940159177,0.039225966931668535,18.09,36
172,145; Sant Bernat Calbó 1,2,1,1,4.0,2.0,2.0,0.0,0.00557508794555406,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.08101253475101206,0.052823315118397086,0.006049711247880257,0.06874035809948768,15.26704491495645,0.08101253475101206,20.41,41
173,146; Sant Bernat Calbó 2,2,1,1,7.0,3.0,4.0,0.0,0.005189001402126389,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.14126794452844293,0.055876685934489405,0.016781919971913584,0.06813457105785914,15.877814742827818,0.14109520557967128,17.38,35
174,229; Sant Joan 1,2,1,1,2.0,1.0,1.0,0.5,0.002545896055833855,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.0,0.06244232543832667,0.02850888788496443,0.06819595341083048,17.12624396998661,0.0,16.78,35
175,230; Sant Joan 2,2,1,1,2.0,1.0,1.0,0.5,0.0017137444726050268,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.0,0.0556469298245614,0.027939350465938775,0.06805969451033678,14.549433922327571,0.0,15.44,38
176,179; Sant Josep 1,2,1,1,6.0,3.0,3.0,0.0,0.0049482138293604925,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.08064673462420134,0.042159916926272065,0.0030476987815290205,0.06805968838496476,11.652700346552189,0.08064673462420134,18.7,41
177,117; Sant Josep 2,2,1,1,6.0,3.0,3.0,0.0,0.005075105708802267,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.08064673462420134,0.05986434680035388,0.04652363231558804,0.06882884522362936,17.89032264736592,0.08064673462420134,25.68,49
178,142; Saragossa,2,1,1,4.0,2.0,2.0,0.0,0.0043969543688633424,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.039225966931668535,0.05435073627844712,0.02908773846067058,0.06805976188942896,14.33052910319863,0.039225966931668535,15.25,33
179,144; Sol i Vista 1,2,1,1,5.0,2.0,3.0,0.0,0.006300168855238629,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.12871287128712872,0.05135340247912978,0.010423883084134987,0.06874028459502349,14.473658123770463,0.12871287128712872,15.5,33
180,143; Sol i Vista 2,3,1,2,4.0,2.0,2.0,0.0,0.004131350547591688,0.014778325123152709,0.0049261083743842365,0.009852216748768473,0.12871287128712872,0.05287835373795259,0.02056504100194662,0.06805969451033678,13.856463976955647,0.12871287128712872,16.06,35
181,148; Tanatori 1,6,3,3,8.0,4.0,4.0,0.03333333333333333,0.00938979671905288,0.029556650246305417,0.014778325123152709,0.014778325123152709,0.17386073582727732,0.060615108987757536,0.014566685073204905,0.08167182697415984,19.632202762546523,0.17423060039994148,18.17,39
182,147; Tanatori 2,4,2,2,6.0,3.0,3.0,0.0,0.004493343400713698,0.019704433497536946,0.009852216748768473,0.009852216748768473,0.16819489830756476,0.06558966074313409,0.07372929051723452,0.07691446491743044,21.07549874725858,0.16819489830756476,25.0,51
183,205; Tecnoparc 1,2,1,1,2.0,1.0,1.0,0.0,0.00460213132461639,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.08493878944544701,0.03596102745792737,0.00044374415078239827,0.06805968838496476,10.104555610806653,0.08493878944544701,22.34,44
184,206; Tecnoparc 2,2,1,1,2.0,1.0,1.0,0.0,0.00339143836833924,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.08493878944544701,0.051457541191381496,0.013433957622684881,0.06805977414017299,13.987732767559999,0.08493878944544701,30.67,54
185,149; Tirant Lo Blanc,2,1,1,6.0,3.0,3.0,0.0,0.006088946853504629,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.12871287128712872,0.04899831040308955,0.007415883378396106,0.06812774739343343,13.565856096892354,0.12871287128712872,14.57,32
186,150; Universitat 1,2,1,1,6.0,3.0,3.0,0.0,0.004957448340197255,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.08064673462420134,0.04377830493853785,0.004286068260202478,0.06805968838496476,12.063605541372748,0.08064673462420134,19.57,42
187,151; Universitat 2,2,1,1,6.0,3.0,3.0,0.0,0.005048998852439072,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.08064673462420134,0.05687867750070048,0.033096603967631616,0.06813659855599641,16.3857303531428,0.08064673462420134,24.8,48
188,152; Urb. Juncosa 1,2,1,1,4.0,2.0,2.0,0.0,0.004877378554269249,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.05750377993464372,0.04266498528793611,0.0029041195074437703,0.06805968838496476,11.79479058927454,0.057503779934643715,18.2,38
189,153; Urb. Juncosa 2,2,1,1,4.0,2.0,2.0,0.0,0.00483747836532713,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.057503779934643715,0.054924242424242424,0.022423023682602537,0.06874232434390479,15.907542697416106,0.057503779934643715,23.4,44
190,220; Urb. Pàmies 2,2,1,1,4.0,2.0,2.0,0.0,0.003907466788976527,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.17722203254808244,0.06273176761433868,0.050548236675307355,0.07010155051960514,19.087684225465733,0.17686436131297859,16.59,37
191,235; Urbanització Mercader,2,1,1,2.0,1.0,1.0,0.0,0.003200675197260325,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.027703262937131153,0.035733145572962505,0.0005526212514826209,0.06805968838496476,10.154530418683056,0.027703262937131153,21.21,42
192,154; Vall d'Aran,4,2,2,4.0,2.0,2.0,0.08333333333333333,0.003988433212157375,0.019704433497536946,0.009852216748768473,0.009852216748768473,0.019582500121933376,0.07073170731707316,0.2717305464160738,0.07578656954128259,21.701398967278895,0.019582500121933376,19.75,38
193,156; Ventura Gassol 1,4,1,3,8.0,4.0,4.0,0.16666666666666666,0.008520630597925566,0.019704433497536946,0.0049261083743842365,0.014778325123152709,0.14616966622770652,0.0662748938948743,0.040080890846673135,0.06942238152122611,18.787064911519973,0.14857581817295032,13.97,34
194,155; Ventura Gassol 2,4,3,1,6.0,3.0,3.0,0.16666666666666666,0.004681437221582543,0.019704433497536946,0.014778325123152709,0.0049261083743842365,0.13592726267700658,0.06673241288625904,0.08796746002288192,0.08236584999967742,20.037865071623198,0.1383334146222504,14.51,37
195,158; Victor Català 1,2,1,1,2.0,1.0,1.0,0.0,0.00474828932743455,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.08493878944544701,0.02934798322972387,4.425089382120037e-05,0.06805968838496476,8.753283216047684,0.08493878944544701,18.11,36
196,157; Victor Català 2,2,1,1,2.0,1.0,1.0,0.0,0.0028532113032862833,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.08493878944544701,0.04855297775651758,0.010408125743638348,0.06805968838496476,12.754279906929545,0.08493878944544701,31.52,52
197,159; Vidal i Barraquer,2,1,1,2.0,1.0,1.0,0.0,0.0019706430369358582,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.017997366239086963,0.050434782608695654,0.01649126252870619,0.06806038055200256,13.506143107204315,0.017997366239086963,26.84,48
198,236; Vidal i Barraquer 1,3,2,1,4.0,2.0,2.0,0.0,0.005727005953544808,0.014778325123152709,0.009852216748768473,0.0049261083743842365,0.10236306881919721,0.06132930513595166,0.01913845628680748,0.07554829256986406,19.34219884729527,0.09978417792518168,18.68,39
199,160; Vilafortuny 1,2,1,1,2.0,1.0,1.0,0.0,0.004413734519590331,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.06213724820757938,0.030384672953150726,3.5569400480845316e-05,0.06805968838496476,9.01156558080365,0.06213724820757938,23.66,42
200,161; Vilafortuny 2,2,1,1,6.0,3.0,3.0,0.0,0.00425932581614563,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.12239265798501033,0.046378798263650906,0.004296758268274269,0.06805969451033678,12.774315153027988,0.1222199190362386,14.5,31
201,162; Vilallonga,2,1,1,2.0,1.0,1.0,0.0,0.003053248983380802,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.022972247963712628,0.0675990675990676,0.02672162911423035,0.06806650592401846,17.250305472128957,0.022972247963712628,15.86,36
202,167; Villablanca 1,2,1,1,2.0,1.0,1.0,0.0,0.004715636169645503,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.08493878944544701,0.03298131600324939,0.00015895062379445743,0.06805968838496476,9.498626734278936,0.08493878944544701,19.84,41
203,231; Villablanca 2,2,1,1,2.0,1.0,1.0,0.0,0.0028113108039516635,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,0.08493878944544701,0.05631067961165048,0.02654532436572108,0.06806853954752774,15.666988425422543,0.08493878944544701,32.34,56
